,Force,Distance
0,0.8682935477012257,1.2696144620226466
1,0.8312876927207464,1.2704932219725693
2,1.0983827951903482,1.2682273639667896
3,0.8279333491093656,1.2698390970297733
4,1.1566862718257216,1.2675552653769269
5,1.3696463587552092,1.2670034436895379
6,1.2665928479249202,1.2643244635423607
7,1.3780968195727321,1.2628583995465283
8,1.1226334772120148,1.2666343125822137
9,1.1792971631913511,1.2601634696216752
10,1.1229492051819778,1.2608238188641487
11,1.177057645455197,1.2585105781503834
12,1.028506113681372,1.2568494948499
13,1.0244349559873978,1.2585296283712406
14,0.9093994589836495,1.2556730492190251
15,0.4881487242643344,1.258283047714016
16,0.2535036091179105,1.254642012891689
17,0.2670021573453682,1.2549896934471514
18,0.4212582611887185,1.2529586097460337
19,0.2417822877311553,1.2506524691294212
20,0.4531850884273438,1.2506799970305855
21,-0.07753449789398699,1.2515868395747964
22,0.31385523763032597,1.2488606406660496
23,0.4402979450023767,1.24934874563969
24,0.5693278921297795,1.2478773630946747
25,0.374106185683089,1.2474934830526192
26,0.30146242608623003,1.2475053626945676
27,0.6158793159124796,1.247654277656609
28,0.4278348441772111,1.2483177323437187
29,0.4485844929343125,1.2482938766704348
30,0.5065900163322746,1.2460259607277915
31,0.392954175084357,1.2460253204274507
32,0.4509084230490424,1.2492764926087627
33,0.5278045703302296,1.2493825508133662
34,0.6032290828719289,1.2475288820211494
35,0.5531350333259788,1.2509746223619636
36,0.597183904308566,1.2507355147433783
37,0.611245674999707,1.2495721941247955
38,0.5626358625584174,1.2506815046203155
39,0.6857893221114887,1.2495476341504261
40,0.6578615538959091,1.2538758993769807
41,0.8918525922089404,1.2553139518602148
42,0.5721818960288447,1.2537789516488722
43,0.03696722675419186,1.2535953192030767
44,0.3249677169301922,1.2552978315097438
45,0.8361883301113293,1.2559278883897842
46,1.0205876416444597,1.255038739194466
47,1.0885240024635414,1.2585100780533445
48,1.0965105390064414,1.2591259947280538
49,1.2184282416084142,1.2587149367572477
50,0.9779287857256783,1.2582055903085752
51,1.1371736824988012,1.2579165466790236
52,1.1298597578880119,1.2582857937147498
53,1.1729996815223092,1.2599013272882758
54,0.9563431120212227,1.2591866457019871
55,1.0027238077845457,1.2607600550177147
56,0.9279676829184823,1.25917089757244
57,1.1401040187125073,1.2631803534064225
58,1.0767686147950617,1.260571092010042
59,1.2554226441602137,1.2607048412662243
60,1.233265961279296,1.2627742792951255
61,1.1857414588944577,1.2629667893259153
62,0.998167003750386,1.2646640726966827
63,1.1696488628182822,1.262912393226594
64,1.2064443991089104,1.2638223338634247
65,1.3467725895618288,1.2652588525707755
66,0.7180603018725888,1.2649449424165584
67,0.8022412498629213,1.2640229857243757
68,0.719473721664125,1.2669780801772212
69,0.9105135925501798,1.2675172210649581
70,0.8553518738186835,1.2686316259823145
71,1.1862181591981358,1.2674163345106875
72,1.2524513279649991,1.2706884445347457
73,1.1942762358713899,1.2688456031248063
74,0.9557815628324668,1.270431812763801
75,1.096941385005993,1.2694520791084591
76,1.0543829467042445,1.2703937639506222
77,0.9593326605767787,1.2708289318269248
78,1.1532413484212989,1.272480018992014
79,1.173649757046086,1.2719406052092848
80,1.0813018568652824,1.270698332603791
81,1.1374197923751104,1.2696197488985215
82,1.1526479600727078,1.2707683262174774
83,1.3289159979549723,1.2729215161806824
84,1.2127242538943754,1.2753329310112629
85,1.2497185578801868,1.2766179023669633
86,1.270884420281751,1.2749941317932065
87,1.940855898746706,1.2762714538249558
88,1.4966780377810058,1.275093818359863
89,1.4222508557672735,1.2740454409249273
90,1.528122518293129,1.2770607758206256
91,1.2984329300566668,1.2790456138964537
92,1.562507243247219,1.2768135572746275
93,1.6076866637263894,1.2777586169392627
94,1.6145943462848271,1.276876622040641
95,1.7813345267335854,1.2817910924865847
96,1.6523926952496042,1.277849346960171
97,1.7269923677364019,1.2764181590302992
98,1.8086756395960453,1.2808895209694757
99,1.7263478940460713,1.28102719349067
100,1.897869137265235,1.2813501743348477
101,1.8067400054840446,1.2794016189004846
102,1.8780155683018223,1.2800959686422577
103,1.8246440002890711,1.2799399491129857
104,1.8632679966111017,1.2802734190689593
105,1.9431031187105123,1.282096182203487
106,1.9749068276471273,1.2814301080237773
107,2.1132449356687935,1.2828892894921275
108,2.191299162864779,1.2842664917809778
109,2.063079634650018,1.2844730272389482
110,2.325406060807944,1.2842236438806287
111,2.2966530301118047,1.2866649108632138
112,2.2587448974146516,1.2851273805267702
113,2.26330959846162,1.283680045309656
114,2.3539561629162558,1.2883883958438753
115,2.5690314172050743,1.2870245684035901
116,2.3883881408727277,1.2881870773442161
117,2.545813361721112,1.2894392298981114
118,2.428970917885489,1.2892641328608718
119,2.764430863936916,1.2888033816924005
120,2.5018150855971415,1.2908936033891232
121,2.6545241470291683,1.287920992964807
122,2.712570817032075,1.2877694578645205
123,2.683785031920532,1.2900824877557207
124,2.836401267663158,1.291365373491221
125,2.708188237762943,1.290627769681017
126,2.8139450404082154,1.2941329246500528
127,2.8642626000582974,1.2946014428075543
128,2.8966766084502877,1.2928045863480953
129,2.8238706843406765,1.296315357710137
130,2.92920951088781,1.296872988762984
131,2.787438471656519,1.2976454914932365
132,2.9664522011548144,1.2950400334087773
133,3.096991301459708,1.2940915774384187
134,3.0807427528746034,1.2940392817693174
135,3.1317576011550945,1.2971385617743598
136,3.151707013804503,1.2976619668138394
137,3.2718388908570075,1.2975608386471764
138,3.2143569828245946,1.2973781778577478
139,3.1577460601555303,1.2965957974972162
140,3.243815293036316,1.3001754270589387
141,3.289224473172408,1.2998526756300293
142,3.332886967842163,1.3002005792423934
143,3.2916790524997204,1.300125868714947
144,3.458389726516942,1.299315374521258
145,3.530603280793156,1.301415847004212
146,3.502030255052998,1.3018239018255278
147,3.607060361202311,1.3038364312731212
148,3.5947355109045933,1.3029625516637036
149,3.628867573691216,1.300430000132872
150,3.7499236593919667,1.3023052244207203
151,3.841278669207744,1.3018714999378371
152,3.8832316753363068,1.3040370442997506
153,3.9228970729154864,1.3068071547537006
154,3.9788055791761168,1.3053978897009193
155,4.012299265282582,1.305299689634602
